name,age,team,minutes_played,PER,TS,WS,BPM,VORP,PPG,AST,TRB,BLK,STL,G,MP,mvp_label,year
Vince Carter,37.0,DAL,1973.0,15.9,0.539,4.3,1.2,1.6,11.9,2.6,3.5,0.4,0.8,81.0,24.4,0,2014
Courtney Lee,28.0,2TM,1973.0,13.8,0.574,4.7,0.9,1.5,9.6,1.5,2.4,0.4,0.8,79.0,25.0,0,2014
Marc Gasol,29.0,MEM,1970.0,18.2,0.526,5.6,3.0,2.5,14.6,3.6,7.2,1.3,1.0,59.0,33.4,0,2014
Miles Plumlee,25.0,PHO,1964.0,14.6,0.529,4.0,-1.3,0.3,8.1,0.5,7.8,1.1,0.6,80.0,24.6,0,2014
Iman Shumpert,23.0,NYK,1962.0,9.6,0.48,2.0,-2.0,0.0,6.7,1.7,4.2,0.2,1.2,74.0,26.5,0,2014
Maurice Harkless,20.0,ORL,1950.0,11.8,0.542,2.8,-0.4,0.8,7.4,1.0,3.3,0.6,1.2,80.0,24.4,0,2014
Rodney Stuckey,27.0,DET,1950.0,14.0,0.516,2.2,-2.9,-0.4,13.9,2.1,2.3,0.1,0.7,73.0,26.7,0,2014
Tayshaun Prince,33.0,MEM,1948.0,8.2,0.438,1.5,-2.5,-0.2,6.0,1.6,3.1,0.3,0.5,76.0,25.6,0,2014
D.J. Augustin,26.0,2TM,1939.0,16.2,0.569,6.2,1.4,1.7,13.1,4.4,1.8,0.0,0.7,71.0,27.3,0,2014
Ray Allen,38.0,MIA,1936.0,12.8,0.59,4.1,-0.4,0.8,9.6,2.0,2.8,0.1,0.7,73.0,26.5,0,2014
Wilson Chandler,26.0,DEN,1927.0,12.4,0.526,3.1,-0.8,0.6,13.6,1.8,4.7,0.5,0.7,62.0,31.1,0,2014
Kawhi Leonard,22.0,SAS,1923.0,19.4,0.602,7.7,5.1,3.5,12.8,2.0,6.2,0.8,1.7,66.0,29.1,0,2014
Giannis Antetokounmpo,19.0,MIL,1897.0,10.8,0.518,1.2,-2.5,-0.2,6.8,1.9,4.4,0.8,0.8,77.0,24.6,0,2014
Pau Gasol,33.0,LAL,1884.0,19.3,0.522,3.0,1.2,1.5,17.4,3.4,9.7,1.5,0.5,60.0,31.4,0,2014
Tim Hardaway Jr.,21.0,NYK,1875.0,12.7,0.554,3.1,-1.8,0.1,10.2,0.8,1.5,0.1,0.5,81.0,23.1,0,2014
J.J. Hickson,25.0,DEN,1859.0,16.2,0.521,3.3,-0.9,0.5,11.8,1.4,9.2,0.7,0.7,69.0,26.9,0,2014
Jordan Crawford,25.0,2TM,1859.0,14.3,0.516,2.8,-0.6,0.6,11.0,3.5,2.3,0.1,0.6,81.0,23.0,0,2014
John Henson,23.0,MIL,1856.0,17.9,0.543,3.3,-0.5,0.7,11.1,1.6,7.1,1.7,0.6,70.0,26.5,0,2014
Avery Bradley,23.0,BOS,1855.0,12.7,0.51,1.8,-1.9,0.1,14.9,1.4,3.8,0.2,1.1,60.0,30.9,0,2014
Tobias Harris,21.0,ORL,1850.0,16.5,0.542,4.1,-0.7,0.6,14.6,1.3,7.0,0.4,0.7,61.0,30.3,0,2014
Mo Williams,31.0,POR,1834.0,11.8,0.507,2.2,-2.0,0.0,9.7,4.3,2.1,0.1,0.7,74.0,24.8,0,2014
Derrick Williams,22.0,2TM,1820.0,11.5,0.524,2.6,-2.1,0.0,8.0,0.7,4.1,0.3,0.6,78.0,23.3,0,2014
Nikola Vučević,23.0,ORL,1812.0,18.8,0.536,4.4,0.1,1.0,14.2,1.8,11.0,0.8,1.1,57.0,31.8,0,2014
Nick Young,28.0,LAL,1810.0,16.0,0.564,2.5,-0.5,0.7,17.9,1.5,2.6,0.2,0.7,64.0,28.3,0,2014
Marcus Morris,24.0,PHO,1800.0,14.8,0.552,4.2,0.5,1.1,9.7,1.1,3.9,0.2,0.9,82.0,22.0,0,2014
Anderson Varejão,31.0,CLE,1800.0,17.0,0.527,5.4,1.4,1.6,8.4,2.2,9.7,0.6,1.1,65.0,27.7,0,2014
Draymond Green,23.0,GSW,1797.0,12.7,0.498,4.5,1.9,1.8,6.2,1.9,5.0,0.9,1.2,82.0,21.9,0,2014
Greivis Vásquez,27.0,2TM,1779.0,14.1,0.537,3.6,-0.4,0.7,9.6,4.1,2.2,0.1,0.4,79.0,22.5,0,2014
Dwyane Wade,32.0,MIA,1775.0,22.0,0.588,5.5,2.9,2.2,19.0,4.7,4.5,0.5,1.5,54.0,32.9,0,2014
Alan Anderson,31.0,BRK,1773.0,9.5,0.525,1.7,-2.8,-0.4,7.2,1.0,2.2,0.1,0.6,78.0,22.7,0,2014
Timofey Mozgov,27.0,DEN,1770.0,16.7,0.584,4.5,-0.8,0.5,9.4,0.8,6.4,1.2,0.3,82.0,21.6,0,2014
Andrew Bogut,29.0,GSW,1769.0,17.0,0.61,6.5,3.0,2.2,7.3,1.7,10.0,1.8,0.7,67.0,26.4,0,2014
Tony Wroten,20.0,PHI,1765.0,12.9,0.493,-0.9,-3.7,-0.7,13.0,3.0,3.2,0.2,1.1,72.0,24.5,0,2014
Patrick Beverley,25.0,HOU,1751.0,12.4,0.545,4.2,0.6,1.2,10.2,2.7,3.5,0.4,1.4,56.0,31.3,0,2014
Hollis Thompson,22.0,PHI,1742.0,9.5,0.57,2.0,-3.2,-0.5,6.0,0.9,3.2,0.2,0.7,77.0,22.6,0,2014
Marcus Thornton,26.0,2TM,1741.0,12.0,0.511,2.0,-1.5,0.2,9.8,1.1,2.8,0.2,0.8,72.0,24.2,0,2014
Matt Barnes,33.0,LAC,1735.0,12.0,0.552,3.5,-0.2,0.8,9.9,2.0,4.6,0.4,0.9,63.0,27.5,0,2014
Jared Dudley,28.0,LAC,1729.0,8.9,0.541,2.4,-1.5,0.2,6.9,1.4,2.2,0.1,0.6,74.0,23.4,0,2014
John Salmons,34.0,2TM,1726.0,7.8,0.462,1.7,-1.9,0.0,5.2,1.9,2.1,0.2,0.6,78.0,22.1,0,2014
Mike Miller,33.0,MEM,1707.0,12.5,0.619,3.9,0.4,1.0,7.1,1.6,2.5,0.1,0.3,82.0,20.8,0,2014
Jerryd Bayless,25.0,2TM,1686.0,12.0,0.498,2.4,-1.8,0.1,9.3,2.7,2.0,0.1,0.8,72.0,23.4,0,2014
Marvin Williams,27.0,UTA,1674.0,14.0,0.54,2.9,0.0,0.9,9.1,1.2,5.1,0.5,0.8,66.0,25.4,0,2014
Brian Roberts,28.0,NOP,1667.0,13.4,0.529,2.2,-1.7,0.1,9.4,3.3,1.9,0.1,0.6,72.0,23.2,0,2014
Nikola Peković,28.0,MIN,1663.0,20.7,0.582,5.9,0.6,1.1,17.5,0.9,8.7,0.4,0.6,54.0,30.8,0,2014
Tyson Chandler,31.0,NYK,1662.0,16.4,0.615,4.9,0.2,0.9,8.7,1.1,9.6,1.1,0.7,55.0,30.2,0,2014
Glen Davis,28.0,2TM,1662.0,13.1,0.491,2.0,-2.5,-0.2,9.4,1.1,5.2,0.4,0.9,68.0,24.4,0,2014
Danny Green,26.0,SAS,1651.0,13.9,0.58,4.2,3.2,2.2,9.1,1.5,3.4,0.9,1.0,68.0,24.3,0,2014
Dante Cunningham,26.0,MIN,1635.0,12.6,0.474,2.9,-0.8,0.5,6.3,1.0,4.1,0.7,0.8,81.0,20.2,0,2014
Andray Blatche,27.0,BRK,1618.0,18.8,0.532,3.7,0.0,0.8,11.2,1.5,5.3,0.5,1.0,73.0,22.2,0,2014
Samuel Dalembert,32.0,DAL,1614.0,16.8,0.605,4.9,-0.8,0.5,6.6,0.5,6.8,1.2,0.5,80.0,20.2,0,2014
Thabo Sefolosha,29.0,OKC,1584.0,10.4,0.517,3.0,0.3,0.9,6.3,1.5,3.6,0.3,1.3,61.0,26.0,0,2014
Kentavious Caldwell-Pope,20.0,DET,1583.0,9.4,0.483,1.8,-2.6,-0.2,5.9,0.7,2.0,0.2,0.9,80.0,19.8,0,2014
Kendall Marshall,22.0,LAL,1564.0,12.6,0.494,0.9,-2.4,-0.2,8.0,8.8,2.9,0.1,0.9,54.0,29.0,0,2014
James Harden,25.0,HOU,2981.0,26.7,0.605,16.4,8.8,8.1,27.4,7.0,5.7,0.7,1.9,81.0,36.8,0,2015
Andrew Wiggins,19.0,MIN,2969.0,13.9,0.517,2.1,-2.4,-0.3,16.9,2.1,4.6,0.6,1.0,82.0,36.2,0,2015
Trevor Ariza,29.0,HOU,2930.0,12.7,0.539,6.6,1.0,2.2,12.8,2.5,5.6,0.2,1.9,82.0,35.7,0,2015
Damian Lillard,24.0,POR,2925.0,20.7,0.56,10.6,4.7,4.9,21.0,6.2,4.6,0.3,1.2,82.0,35.7,0,2015
Chris Paul,29.0,LAC,2857.0,26.0,0.596,16.1,8.0,7.2,19.1,10.2,4.6,0.2,1.9,82.0,34.8,0,2015
John Wall,24.0,WAS,2837.0,19.9,0.523,7.8,3.6,4.0,17.6,10.0,4.6,0.6,1.7,79.0,35.9,0,2015
DeAndre Jordan,26.0,LAC,2820.0,21.0,0.638,12.8,2.9,3.5,11.5,0.7,15.0,2.2,1.0,82.0,34.4,0,2015
Eric Bledsoe,25.0,PHO,2800.0,18.4,0.555,7.0,2.1,2.9,17.0,6.1,5.2,0.6,1.6,81.0,34.6,0,2015
Joe Johnson,33.0,BRK,2791.0,14.1,0.523,4.1,-0.1,1.3,14.4,3.7,4.8,0.2,0.7,80.0,34.9,0,2015
Kyrie Irving,22.0,CLE,2730.0,21.5,0.583,10.4,4.1,4.2,21.7,5.2,3.2,0.3,1.5,75.0,36.4,0,2015
Monta Ellis,29.0,DAL,2699.0,16.5,0.509,3.6,-0.1,1.3,18.9,4.1,2.4,0.3,1.9,80.0,33.7,0,2015
Tyreke Evans,25.0,NOP,2690.0,17.7,0.508,4.6,1.2,2.2,16.6,6.6,5.3,0.5,1.3,79.0,34.1,0,2015
Marc Gasol,30.0,MEM,2687.0,21.7,0.558,10.2,5.1,4.8,17.4,3.8,7.8,1.6,0.9,81.0,33.2,0,2015
Pau Gasol,34.0,CHI,2681.0,22.7,0.55,10.4,3.5,3.7,18.5,2.7,11.8,1.9,0.3,78.0,34.4,0,2015
Ben McLemore,21.0,SAC,2670.0,10.4,0.552,2.5,-2.2,-0.2,12.1,1.7,2.9,0.2,0.9,82.0,32.6,0,2015
Ty Lawson,27.0,DEN,2665.0,18.5,0.526,7.0,2.2,2.8,15.2,9.6,3.1,0.1,1.2,75.0,35.5,0,2015
Goran Dragić,28.0,2TM,2640.0,17.4,0.577,6.8,0.8,1.8,16.3,4.5,3.5,0.2,1.0,78.0,33.8,0,2015
Gordon Hayward,24.0,UTA,2618.0,20.2,0.567,8.7,4.0,4.0,19.3,4.1,4.9,0.4,1.4,76.0,34.4,0,2015
Stephen Curry,26.0,GSW,2613.0,28.0,0.638,15.7,9.9,7.9,23.8,7.7,4.3,0.2,2.0,80.0,32.7,1,2015
Kentavious Caldwell-Pope,21.0,DET,2587.0,11.2,0.501,2.8,-1.7,0.2,12.7,1.3,3.1,0.2,1.1,82.0,31.5,0,2015
Markieff Morris,25.0,PHO,2581.0,15.8,0.523,4.6,-0.3,1.1,15.3,2.3,6.2,0.5,1.2,82.0,31.5,0,2015
Victor Oladipo,22.0,ORL,2573.0,15.9,0.527,3.5,-0.4,1.1,17.9,4.1,4.2,0.3,1.7,72.0,35.7,0,2015
Giannis Antetokounmpo,20.0,MIL,2541.0,14.8,0.552,6.2,0.0,1.2,12.7,2.6,6.7,1.0,0.9,81.0,31.4,0,2015
Kevin Love,26.0,CLE,2532.0,18.8,0.562,8.7,2.7,3.0,16.4,2.2,9.7,0.5,0.7,75.0,33.8,0,2015
Nikola Vučević,24.0,ORL,2529.0,21.5,0.548,7.0,0.9,1.8,19.3,2.0,10.9,0.7,0.7,74.0,34.2,0,2015
Jimmy Butler,25.0,CHI,2513.0,21.3,0.583,11.2,4.6,4.2,20.0,3.3,5.8,0.6,1.8,65.0,38.7,0,2015
LaMarcus Aldridge,29.0,POR,2512.0,22.8,0.528,8.6,2.9,3.1,23.4,1.7,10.2,1.0,0.7,71.0,35.4,0,2015
Andre Drummond,21.0,DET,2502.0,21.4,0.504,7.7,-0.1,1.2,13.8,0.7,13.5,1.9,0.9,82.0,30.5,0,2015
Arron Afflalo,29.0,2TM,2502.0,10.7,0.533,2.6,-2.5,-0.3,13.3,1.7,3.2,0.1,0.5,78.0,32.1,0,2015
LeBron James,30.0,CLE,2493.0,25.9,0.577,10.4,7.1,5.7,25.3,7.4,6.0,0.7,1.6,69.0,36.1,0,2015
Draymond Green,24.0,GSW,2490.0,16.4,0.54,8.5,3.5,3.5,11.7,3.7,8.2,1.3,1.6,79.0,31.5,0,2015
Elfrid Payton,20.0,ORL,2489.0,13.8,0.456,2.3,-1.2,0.5,8.9,6.5,4.3,0.2,1.7,82.0,30.4,0,2015
Wilson Chandler,27.0,DEN,2471.0,13.2,0.523,3.6,-0.6,0.9,13.9,1.7,6.1,0.4,0.7,78.0,31.7,0,2015
Klay Thompson,24.0,GSW,2455.0,20.8,0.591,8.8,4.4,4.0,21.7,2.9,3.2,0.8,1.1,77.0,31.9,0,2015
Anthony Davis,21.0,NOP,2455.0,30.8,0.591,14.0,8.9,6.7,24.4,2.2,10.2,2.9,1.5,68.0,36.1,0,2015
Jeff Green,28.0,2TM,2454.0,14.4,0.534,5.2,-0.2,1.2,15.0,1.7,4.2,0.4,0.7,78.0,31.5,0,2015
Marcin Gortat,30.0,WAS,2453.0,18.2,0.587,8.6,1.5,2.1,12.2,1.2,8.7,1.3,0.6,82.0,29.9,0,2015
Thaddeus Young,26.0,2TM,2434.0,15.7,0.507,3.1,-0.1,1.1,14.1,2.3,5.4,0.3,1.6,76.0,32.0,0,2015
Avery Bradley,24.0,BOS,2428.0,11.5,0.507,2.5,-2.2,-0.1,13.9,1.8,3.1,0.2,1.1,77.0,31.5,0,2015
Luol Deng,29.0,MIA,2421.0,15.5,0.561,5.4,0.0,1.2,14.0,1.9,5.2,0.3,0.9,72.0,33.6,0,2015
Kyle Korver,33.0,ATL,2418.0,14.8,0.699,7.5,2.8,3.0,12.1,2.6,4.1,0.6,0.7,75.0,32.2,0,2015
Kyle Lowry,28.0,TOR,2414.0,19.3,0.527,7.1,3.0,3.1,17.8,6.8,4.7,0.2,1.6,70.0,34.5,0,2015
JJ Redick,30.0,LAC,2409.0,16.2,0.622,6.7,1.3,2.0,16.4,1.8,2.1,0.1,0.5,78.0,30.9,0,2015
Rudy Gay,28.0,SAC,2408.0,19.7,0.556,6.1,2.7,2.9,21.1,3.7,5.9,0.6,1.0,68.0,35.4,0,2015
Paul Millsap,29.0,ATL,2390.0,20.0,0.565,8.3,3.4,3.3,16.7,3.1,7.8,0.9,1.8,73.0,32.7,0,2015
P.J. Tucker,29.0,PHO,2383.0,12.5,0.541,4.9,0.4,1.4,9.1,1.6,6.4,0.3,1.4,78.0,30.6,0,2015
Solomon Hill,23.0,IND,2381.0,10.2,0.507,3.5,-1.5,0.3,8.9,2.2,3.8,0.2,0.8,82.0,29.0,0,2015
Nicolas Batum,26.0,POR,2380.0,13.1,0.516,5.2,2.1,2.4,9.4,4.8,5.9,0.6,1.1,71.0,33.5,0,2015
Khris Middleton,23.0,MIL,2378.0,15.6,0.563,6.7,1.6,2.2,13.4,2.3,4.4,0.1,1.5,79.0,30.1,0,2015
Tobias Harris,22.0,ORL,2369.0,16.7,0.551,4.8,0.5,1.5,17.1,1.8,6.3,0.5,1.0,68.0,34.8,0,2015
Mario Chalmers,28.0,MIA,2368.0,11.7,0.521,2.8,-2.5,-0.3,10.2,3.8,2.6,0.1,1.5,80.0,29.6,0,2015
Blake Griffin,25.0,LAC,2356.0,22.8,0.551,9.0,4.0,3.6,21.9,5.3,7.6,0.5,0.9,67.0,35.2,0,2015
Courtney Lee,29.0,MEM,2354.0,11.5,0.555,4.8,-0.5,0.9,10.1,2.0,2.3,0.2,1.0,77.0,30.6,0,2015
Harrison Barnes,22.0,GSW,2318.0,13.4,0.573,6.7,0.1,1.2,10.1,1.4,5.5,0.2,0.7,82.0,28.3,0,2015
Al Horford,28.0,ATL,2318.0,21.4,0.563,8.7,4.1,3.6,15.2,3.2,7.2,1.3,0.9,76.0,30.5,0,2015
Gerald Henderson,27.0,CHO,2315.0,13.2,0.514,3.6,-1.4,0.4,12.1,2.6,3.4,0.3,0.6,80.0,28.9,0,2015
Danny Green,27.0,SAS,2312.0,16.5,0.596,7.8,4.6,3.8,11.7,2.0,4.2,1.1,1.2,81.0,28.5,0,2015
Nerlens Noel,20.0,PHI,2311.0,15.0,0.493,4.0,-0.3,1.0,9.9,1.7,8.1,1.9,1.8,75.0,30.8,0,2015
Zach Randolph,33.0,MEM,2304.0,19.5,0.538,7.2,1.3,1.9,16.1,2.2,10.5,0.2,1.0,71.0,32.5,0,2015
Russell Westbrook,26.0,OKC,2302.0,29.1,0.536,10.6,8.1,5.8,28.1,8.6,7.3,0.2,2.1,67.0,34.4,0,2015
Josh Smith,29.0,2TM,2300.0,14.9,0.467,2.3,0.7,1.6,12.4,3.3,6.4,1.4,1.0,83.0,27.7,0,2015
Trey Burke,22.0,UTA,2288.0,12.6,0.455,2.4,-1.4,0.3,12.8,4.3,2.7,0.2,0.9,76.0,30.1,0,2015
Tyson Chandler,32.0,DAL,2286.0,20.1,0.697,10.3,2.6,2.7,10.3,1.1,11.5,1.2,0.6,75.0,30.5,0,2015
Dirk Nowitzki,36.0,DAL,2282.0,19.2,0.56,7.2,2.2,2.4,17.3,1.9,5.9,0.4,0.5,77.0,29.6,0,2015
Derrick Favors,23.0,UTA,2280.0,21.8,0.558,8.3,2.5,2.6,16.0,1.5,8.2,1.7,0.8,74.0,30.8,0,2015
Matt Barnes,34.0,LAC,2271.0,11.3,0.574,4.3,-0.3,1.0,10.1,1.5,4.0,0.7,0.9,76.0,29.9,0,2015
Reggie Jackson,24.0,2TM,2268.0,17.2,0.511,4.9,1.1,1.8,14.5,6.0,4.2,0.1,0.8,77.0,29.5,0,2015
Evan Turner,26.0,BOS,2260.0,12.8,0.482,2.5,-1.0,0.6,9.5,5.5,5.1,0.2,1.0,82.0,27.6,0,2015
Wesley Johnson,27.0,LAL,2245.0,11.1,0.509,1.7,-1.9,0.1,9.9,1.6,4.2,0.6,0.8,76.0,29.5,0,2015
Jarrett Jack,31.0,BRK,2241.0,14.6,0.522,2.6,-1.1,0.5,12.0,4.7,3.1,0.2,0.9,80.0,28.0,0,2015
Jeff Teague,26.0,ATL,2228.0,20.6,0.566,7.7,2.9,2.8,15.9,7.0,2.5,0.4,1.7,73.0,30.5,0,2015
Tim Duncan,38.0,SAS,2227.0,22.6,0.56,9.6,5.1,4.0,13.9,3.0,9.1,2.0,0.8,77.0,28.9,0,2015
Mike Conley,27.0,MEM,2225.0,18.6,0.558,6.8,2.8,2.7,15.8,5.4,3.0,0.2,1.3,70.0,31.8,0,2015
Dion Waiters,23.0,2TM,2208.0,10.9,0.46,1.1,-3.3,-0.7,11.8,2.0,2.4,0.3,1.1,80.0,27.6,0,2015
Tristan Thompson,23.0,CLE,2194.0,15.6,0.58,6.8,-1.2,0.4,8.5,0.5,8.0,0.7,0.4,82.0,26.8,0,2015
Gorgui Dieng,25.0,MIN,2193.0,17.2,0.573,4.9,0.2,1.2,9.7,2.0,8.3,1.7,1.0,73.0,30.0,0,2015
DeMarre Carroll,28.0,ATL,2189.0,15.9,0.603,7.0,1.7,2.0,12.6,1.7,5.3,0.2,1.3,70.0,31.3,0,2015
Chandler Parsons,26.0,DAL,2186.0,16.3,0.567,5.5,1.6,2.0,15.7,2.4,4.9,0.3,1.0,66.0,33.1,0,2015
Rudy Gobert,22.0,UTA,2158.0,21.6,0.627,9.3,4.2,3.4,8.4,1.3,9.5,2.3,0.8,82.0,26.3,0,2015
Patrick Patterson,25.0,TOR,2156.0,14.6,0.568,6.1,2.5,2.4,8.0,1.9,5.3,0.5,0.7,81.0,26.6,0,2015
Michael Carter-Williams,23.0,2TM,2149.0,14.1,0.461,0.8,-1.1,0.5,14.6,6.7,5.3,0.5,1.7,66.0,32.6,0,2015
Greg Monroe,24.0,DET,2137.0,21.2,0.549,6.8,2.0,2.1,15.9,2.1,10.2,0.5,1.1,69.0,31.0,0,2015
Enes Freedom,22.0,2TM,2135.0,20.3,0.564,6.4,-0.9,0.6,15.5,0.7,8.9,0.4,0.5,75.0,28.5,0,2015
Kemba Walker,24.0,CHO,2119.0,17.6,0.486,4.5,2.3,2.3,17.3,5.1,3.5,0.5,1.4,62.0,34.2,0,2015
Serge Ibaka,25.0,OKC,2116.0,16.6,0.549,5.6,0.9,1.6,14.3,0.9,7.8,2.4,0.5,64.0,33.1,0,2015
Deron Williams,30.0,BRK,2114.0,15.7,0.504,3.6,0.2,1.2,13.0,6.6,3.5,0.3,0.9,68.0,31.1,0,2015
Bradley Beal,21.0,WAS,2107.0,14.0,0.521,3.7,0.1,1.1,15.3,3.1,3.8,0.3,1.2,63.0,33.4,0,2015
Brook Lopez,26.0,BRK,2100.0,22.7,0.558,7.0,1.2,1.6,17.2,0.7,7.4,1.8,0.6,72.0,29.2,0,2015
DeMar DeRozan,25.0,TOR,2100.0,17.4,0.51,4.0,-0.9,0.6,20.1,3.5,4.6,0.2,1.2,60.0,35.0,0,2015
Jonas Valančiūnas,22.0,TOR,2096.0,20.6,0.623,8.2,0.5,1.3,12.0,0.5,8.7,1.2,0.4,80.0,26.2,0,2015
Terrence Ross,23.0,TOR,2092.0,11.2,0.519,2.4,-1.4,0.3,9.8,1.0,2.8,0.3,0.6,82.0,25.5,0,2015
Corey Brewer,28.0,2TM,2087.0,13.9,0.507,3.1,-1.0,0.5,11.5,2.2,3.7,0.2,1.4,80.0,26.1,0,2015
Kenneth Faried,25.0,DEN,2086.0,18.4,0.548,5.6,-0.1,1.0,12.6,1.2,8.9,0.8,0.8,75.0,27.8,0,2015
J.R. Smith,29.0,2TM,2080.0,13.6,0.538,3.7,0.7,1.5,12.1,2.8,3.1,0.3,1.2,70.0,29.7,0,2015
Andre Iguodala,31.0,GSW,2069.0,12.3,0.553,5.1,0.9,1.5,7.8,3.0,3.3,0.3,1.2,77.0,26.9,0,2015
Joakim Noah,29.0,CHI,2049.0,15.3,0.482,5.6,2.1,2.1,7.2,4.7,9.6,1.1,0.7,67.0,30.6,0,2015
Marcus Morris,25.0,PHO,2045.0,13.7,0.52,4.0,0.1,1.1,10.4,1.6,4.8,0.2,0.8,81.0,25.2,0,2015
Timofey Mozgov,28.0,2TM,2045.0,16.6,0.594,5.7,-0.7,0.7,9.7,0.7,7.3,1.2,0.4,81.0,25.2,0,2015
Donatas Motiejūnas,24.0,HOU,2037.0,14.4,0.553,4.7,-0.5,0.8,12.0,1.8,5.9,0.5,0.8,71.0,28.7,0,2015
Marvin Williams,28.0,CHO,2035.0,11.8,0.541,4.3,0.0,1.0,7.4,1.3,4.9,0.5,0.9,78.0,26.1,0,2015
Brandon Knight,23.0,2TM,2035.0,17.1,0.543,4.5,1.6,1.9,17.0,5.2,3.9,0.2,1.4,63.0,32.3,0,2015
Kawhi Leonard,23.0,SAS,2033.0,22.0,0.567,8.6,5.9,4.1,16.5,2.5,7.2,0.8,2.3,64.0,31.8,0,2015
Wesley Matthews,28.0,POR,2024.0,16.1,0.586,6.2,3.1,2.6,15.9,2.3,3.7,0.2,1.3,60.0,33.7,0,2015
Eric Gordon,26.0,NOP,2018.0,12.7,0.544,2.9,-1.0,0.5,13.4,3.8,2.6,0.2,0.8,61.0,33.1,0,2015
Rajon Rondo,28.0,2TM,2018.0,13.5,0.448,1.6,-0.8,0.6,8.9,7.9,5.5,0.1,1.3,68.0,29.7,0,2015
Lou Williams,28.0,TOR,2016.0,19.9,0.564,6.6,2.6,2.3,15.5,2.1,1.9,0.1,1.1,80.0,25.2,0,2015
DeMarcus Cousins,24.0,SAC,2013.0,25.2,0.545,6.0,4.3,3.2,24.1,3.6,12.7,1.7,1.5,59.0,34.1,0,2015
Al Jefferson,30.0,CHO,1992.0,19.7,0.5,4.7,1.6,1.8,16.6,1.7,8.4,1.3,0.7,65.0,30.6,0,2015
Greivis Vásquez,28.0,TOR,1991.0,12.6,0.514,2.8,-1.0,0.5,9.5,3.7,2.6,0.1,0.6,82.0,24.3,0,2015
Jason Thompson,28.0,SAC,1991.0,10.2,0.5,2.4,-2.8,-0.4,6.1,1.0,6.5,0.7,0.4,81.0,24.6,0,2015
Boris Diaw,32.0,SAS,1984.0,12.7,0.526,3.6,-0.4,0.8,8.7,2.9,4.3,0.3,0.4,81.0,24.5,0,2015
Ömer Aşık,28.0,NOP,1982.0,15.5,0.545,5.0,-1.2,0.4,7.3,0.9,9.8,0.7,0.4,76.0,26.1,0,2015
Mo Williams,32.0,2TM,1980.0,15.4,0.512,2.1,-0.8,0.6,14.2,6.2,2.6,0.2,0.7,68.0,29.1,0,2015
Amir Johnson,27.0,TOR,1979.0,15.4,0.603,5.1,-0.1,0.9,9.3,1.6,6.1,0.8,0.6,75.0,26.4,0,2015
Dwyane Wade,33.0,MIA,1971.0,21.4,0.534,3.5,2.1,2.1,21.5,4.8,3.5,0.3,1.2,62.0,31.8,0,2015
D.J. Augustin,27.0,2TM,1964.0,13.9,0.527,3.4,-1.2,0.4,9.5,4.3,2.0,0.0,0.6,82.0,24.0,0,2015
Robert Covington,24.0,PHI,1956.0,14.7,0.554,4.0,0.7,1.3,13.5,1.5,4.5,0.4,1.4,70.0,27.9,0,2015
Tony Parker,32.0,SAS,1953.0,15.9,0.539,4.1,-1.3,0.3,14.4,4.9,1.9,0.0,0.6,68.0,28.7,0,2015
Brandon Bass,29.0,BOS,1929.0,16.3,0.557,5.3,0.0,1.0,10.6,1.3,4.9,0.4,0.5,82.0,23.5,0,2015
Roy Hibbert,28.0,IND,1926.0,15.4,0.501,4.2,-1.2,0.4,10.6,1.1,7.1,1.6,0.2,76.0,25.3,0,2015
Luc Mbah a Moute,28.0,PHI,1916.0,10.6,0.466,1.1,-2.8,-0.4,9.9,1.6,4.9,0.3,1.2,67.0,28.6,0,2015
Paul Pierce,37.0,WAS,1914.0,15.2,0.58,5.5,1.5,1.7,11.9,2.0,4.0,0.3,0.6,73.0,26.2,0,2015
Jeremy Lin,26.0,LAL,1907.0,15.6,0.539,2.7,-0.4,0.8,11.2,4.6,2.6,0.4,1.1,74.0,25.8,0,2015
Zach LaVine,19.0,MIN,1902.0,11.3,0.515,-0.7,-4.6,-1.3,10.1,3.6,2.8,0.1,0.7,77.0,24.7,0,2015
David West,34.0,IND,1895.0,16.0,0.508,4.3,1.6,1.7,11.7,3.4,6.8,0.7,0.7,66.0,28.7,0,2015
Aaron Brooks,30.0,CHI,1885.0,14.4,0.534,3.3,-0.8,0.5,11.6,3.2,2.0,0.2,0.7,82.0,23.0,0,2015
Rodney Stuckey,28.0,IND,1874.0,15.4,0.528,4.0,0.3,1.1,12.6,3.1,3.5,0.1,0.8,71.0,26.4,0,2015
Jordan Hill,27.0,LAL,1874.0,16.2,0.494,2.2,-2.2,-0.1,12.0,1.5,7.9,0.7,0.5,70.0,26.8,0,2015
Channing Frye,31.0,ORL,1870.0,9.5,0.546,2.1,-1.5,0.2,7.3,1.3,3.9,0.5,0.6,75.0,24.9,0,2015
Shane Larkin,22.0,NYK,1865.0,10.9,0.504,1.7,-2.8,-0.4,6.2,3.0,2.3,0.1,1.2,76.0,24.5,0,2015
Bojan Bogdanović,25.0,BRK,1854.0,11.6,0.562,2.4,-1.7,0.1,9.0,0.9,2.7,0.1,0.4,78.0,23.8,0,2015
C.J. Miles,27.0,IND,1841.0,14.1,0.525,3.6,0.9,1.3,13.5,1.1,3.1,0.4,0.9,70.0,26.3,0,2015
