name,age,team,minutes_played,PER,TS,WS,BPM,VORP,PPG,AST,TRB,BLK,STL,G,MP,mvp_label,year
Kenyon Martin,26.0,NJN,2252.0,18.7,0.528,6.7,1.9,2.2,16.7,2.5,9.5,1.3,1.5,65.0,34.6,0,2004
Darrell Armstrong,35.0,NOH,2247.0,15.6,0.525,5.3,2.4,2.5,10.6,3.9,2.9,0.2,1.7,79.0,28.4,0,2004
Kwame Brown,21.0,WAS,2239.0,15.7,0.547,4.9,-0.6,0.8,10.9,1.5,7.4,0.7,0.9,74.0,30.3,0,2004
Voshon Lenard,30.0,DEN,2233.0,13.5,0.512,4.0,-1.4,0.3,14.2,2.1,2.7,0.2,0.8,73.0,30.6,0,2004
Jason Collins,25.0,NJN,2220.0,10.0,0.497,4.9,-1.5,0.3,5.9,2.0,5.1,0.7,0.9,78.0,28.5,0,2004
Samuel Dalembert,22.0,PHI,2197.0,16.1,0.566,6.9,0.3,1.3,8.0,0.3,7.6,2.3,0.5,82.0,26.8,0,2004
Mike James,28.0,2TM,2196.0,14.4,0.528,5.2,0.2,1.2,9.3,4.2,2.9,0.0,1.2,81.0,27.1,0,2004
Jiří Welsch,24.0,BOS,2179.0,12.6,0.531,3.6,-0.9,0.6,9.2,2.3,3.7,0.1,1.2,81.0,26.9,0,2004
Marcus Camby,29.0,DEN,2162.0,17.8,0.511,6.9,2.5,2.5,8.6,1.8,10.1,2.6,1.2,72.0,30.0,0,2004
Eddy Curry,21.0,CHI,2154.0,14.8,0.538,3.0,-2.8,-0.5,14.7,0.9,6.2,1.1,0.3,73.0,29.5,0,2004
Greg Ostertag,30.0,UTA,2153.0,14.3,0.506,5.0,0.5,1.4,6.8,1.6,7.4,1.8,0.4,78.0,27.6,0,2004
Ray Allen,28.0,SEA,2152.0,21.7,0.566,6.9,4.0,3.2,23.0,4.8,5.1,0.2,1.3,56.0,38.4,0,2004
Morris Peterson,26.0,TOR,2148.0,12.1,0.539,4.9,0.1,1.1,8.3,1.4,3.2,0.2,1.1,82.0,26.2,0,2004
Drew Gooden,22.0,ORL,2134.0,15.6,0.484,1.9,-2.5,-0.2,11.6,1.1,6.5,0.9,0.8,79.0,27.0,0,2004
Dwyane Wade,22.0,MIA,2126.0,17.6,0.53,4.6,1.4,1.9,16.2,4.5,4.0,0.6,1.4,61.0,34.9,0,2004
Jason Williams,28.0,MEM,2115.0,16.9,0.517,5.4,2.4,2.3,10.9,6.8,2.0,0.1,1.3,72.0,29.4,0,2004
Aaron McKie,31.0,PHI,2112.0,13.9,0.55,4.8,1.3,1.8,9.2,2.6,3.4,0.3,1.1,75.0,28.2,0,2004
Anfernee Hardaway,32.0,2TM,2095.0,11.8,0.472,2.0,-1.7,0.1,9.2,2.3,3.8,0.3,0.9,76.0,27.6,0,2004
Tim Thomas,26.0,2TM,2089.0,15.1,0.534,4.1,0.2,1.1,14.7,1.9,4.8,0.3,1.0,66.0,31.7,0,2004
Maurice Taylor,27.0,HOU,2081.0,13.6,0.512,3.7,-1.8,0.1,11.5,1.4,5.1,0.6,0.6,75.0,27.7,0,2004
Darius Miles,22.0,2TM,2079.0,16.1,0.514,3.6,0.4,1.3,10.9,2.1,4.5,0.8,0.8,79.0,26.3,0,2004
Hedo Türkoğlu,24.0,SAS,2073.0,14.1,0.516,6.7,2.5,2.3,9.2,1.9,4.5,0.4,1.0,80.0,25.9,0,2004
Calbert Cheaney,32.0,GSW,2067.0,10.6,0.493,2.3,-2.3,-0.1,7.6,1.7,3.3,0.2,0.8,79.0,26.2,0,2004
Gilbert Arenas,22.0,WAS,2066.0,16.0,0.512,2.6,0.1,1.1,19.6,5.0,4.6,0.2,1.9,55.0,37.6,0,2004
Larry Hughes,25.0,WAS,2061.0,17.6,0.496,3.8,0.9,1.5,18.8,2.4,5.3,0.4,1.6,61.0,33.8,0,2004
Jarvis Hayes,22.0,WAS,2044.0,9.4,0.456,0.5,-4.0,-1.1,9.6,1.5,3.8,0.2,1.0,70.0,29.2,0,2004
Gordan Giriček,26.0,2TM,2041.0,13.2,0.521,2.4,-1.6,0.2,11.3,1.7,3.1,0.2,0.8,73.0,28.0,0,2004
Allen Iverson,28.0,PHI,2040.0,19.3,0.478,2.8,2.1,2.1,26.4,6.8,3.7,0.1,2.4,48.0,42.5,0,2004
Caron Butler,23.0,MIA,2030.0,10.7,0.44,2.1,-2.9,-0.4,9.2,1.9,4.8,0.2,1.1,68.0,29.9,0,2004
Amar'e Stoudemire,21.0,PHO,2025.0,19.8,0.536,4.4,0.1,1.1,20.6,1.4,9.0,1.6,1.2,55.0,36.8,0,2004
Ronald Murray,24.0,SEA,2021.0,15.4,0.497,1.7,-1.2,0.4,12.4,2.5,2.5,0.3,1.0,82.0,24.6,0,2004
Raja Bell,27.0,UTA,2020.0,12.7,0.5,3.7,-2.0,0.0,11.2,1.3,2.9,0.2,0.8,82.0,24.6,0,2004
Damon Jones,27.0,MIL,2016.0,14.2,0.516,3.9,0.0,1.0,7.0,5.8,2.1,0.0,0.4,82.0,24.6,0,2004
Carlos Arroyo,24.0,UTA,2008.0,16.8,0.517,4.7,0.9,1.5,12.6,5.0,2.6,0.1,0.9,71.0,28.3,0,2004
David Wesley,33.0,NOH,2001.0,12.6,0.483,2.8,-1.5,0.2,14.0,2.9,2.2,0.2,1.2,61.0,32.8,0,2004
Shandon Anderson,30.0,NYK,1974.0,10.1,0.5,1.7,-2.4,-0.2,7.9,1.5,2.8,0.2,0.9,80.0,24.7,0,2004
Jeff Foster,27.0,IND,1961.0,16.2,0.578,8.3,1.3,1.6,6.1,0.8,7.4,0.3,0.9,82.0,23.9,0,2004
Devean George,26.0,LAL,1951.0,11.5,0.492,3.4,-0.4,0.8,7.4,1.4,4.0,0.5,1.0,82.0,23.8,0,2004
Shane Battier,25.0,MEM,1947.0,15.3,0.544,5.9,2.6,2.3,8.5,1.3,3.8,0.7,1.3,79.0,24.6,0,2004
Boris Diaw,21.0,ATL,1919.0,8.8,0.483,0.8,-2.3,-0.2,4.5,2.4,4.5,0.5,0.8,76.0,25.3,0,2004
Jared Jeffries,22.0,WAS,1913.0,8.7,0.426,0.6,-4.6,-1.2,5.7,1.1,5.2,0.3,0.6,82.0,23.3,0,2004
Etan Thomas,25.0,WAS,1901.0,16.4,0.538,4.5,-1.1,0.4,8.9,0.9,6.7,1.6,0.5,79.0,24.1,0,2004
Walter McCarty,29.0,BOS,1900.0,10.9,0.541,2.9,-0.4,0.7,7.9,1.6,3.1,0.3,0.9,77.0,24.7,0,2004
Eric Williams,31.0,2TM,1886.0,12.5,0.493,3.1,-2.0,0.0,10.0,1.7,4.0,0.1,1.0,71.0,26.6,0,2004
Bonzi Wells,27.0,2TM,1872.0,13.0,0.476,0.9,-3.0,-0.4,12.3,1.9,3.6,0.3,1.3,72.0,26.0,0,2004
Earl Boykins,27.0,DEN,1849.0,16.2,0.501,4.1,0.5,1.2,10.2,3.6,1.7,0.0,0.6,82.0,22.5,0,2004
Chris Kaman,21.0,LAC,1843.0,9.6,0.502,0.0,-4.2,-1.0,6.1,1.0,5.6,0.9,0.3,82.0,22.5,0,2004
Casey Jacobsen,22.0,PHO,1828.0,9.6,0.57,2.6,-1.8,0.1,6.0,1.3,2.6,0.1,0.6,78.0,23.4,0,2004
Derek Anderson,29.0,POR,1810.0,15.1,0.499,3.6,0.3,1.0,13.6,4.5,3.6,0.1,1.3,51.0,35.5,0,2004
Fred Hoiberg,31.0,MIN,1804.0,13.6,0.611,6.1,2.0,1.8,6.7,1.4,3.4,0.1,0.8,79.0,22.8,0,2004
Brent Barry,32.0,SEA,1803.0,18.3,0.668,5.7,3.2,2.4,10.8,5.8,3.5,0.3,1.4,59.0,30.6,0,2004
Allan Houston,32.0,NYK,1799.0,14.8,0.539,3.1,-0.5,0.7,18.5,2.0,2.4,0.0,0.8,50.0,36.0,0,2004
Udonis Haslem,23.0,MIA,1795.0,13.7,0.521,4.8,-2.0,0.0,7.3,0.7,6.3,0.3,0.4,75.0,23.9,0,2004
Keith Bogans,23.0,ORL,1787.0,11.0,0.499,1.3,-2.4,-0.2,6.8,1.3,4.3,0.1,0.6,73.0,24.5,0,2004
Mike Miller,23.0,MEM,1770.0,14.9,0.532,3.9,0.6,1.1,11.1,3.6,3.3,0.2,0.9,65.0,27.2,0,2004
Derek Fisher,29.0,LAL,1769.0,11.5,0.451,2.4,-0.8,0.5,7.1,2.3,1.9,0.0,1.3,82.0,21.6,0,2004
Marko Jarić,25.0,LAC,1760.0,12.6,0.475,1.5,-0.7,0.6,8.5,4.8,3.0,0.3,1.6,58.0,30.3,0,2004
Kelvin Cato,29.0,HOU,1743.0,13.2,0.495,4.6,0.4,1.1,6.1,1.0,6.8,1.4,0.8,69.0,25.3,0,2004
Jarron Collins,25.0,UTA,1732.0,11.1,0.587,4.2,-2.0,0.0,6.0,1.0,3.9,0.2,0.3,81.0,21.4,0,2004
Alvin Williams,29.0,TOR,1730.0,11.4,0.463,2.1,-1.9,0.0,8.8,4.0,2.7,0.2,1.0,56.0,30.9,0,2004
George Lynch,33.0,NOH,1701.0,9.7,0.472,2.5,-1.5,0.2,4.8,1.5,4.0,0.2,0.6,78.0,21.8,0,2004
Dale Davis,34.0,POR,1682.0,12.9,0.505,3.9,-0.3,0.7,4.4,0.9,5.2,0.8,0.6,76.0,22.1,0,2004
Lorenzen Wright,28.0,MEM,1674.0,14.0,0.474,3.2,-2.1,0.0,9.4,1.1,6.8,0.9,0.7,65.0,25.8,0,2004
Earl Watson,24.0,MEM,1669.0,12.8,0.438,1.8,-1.0,0.4,5.7,5.0,2.2,0.2,1.1,81.0,20.6,0,2004
Bob Sura,30.0,2TM,1663.0,16.2,0.51,4.6,1.1,1.3,7.5,2.9,4.1,0.2,0.8,80.0,20.8,0,2004
Ruben Patterson,28.0,POR,1651.0,14.6,0.53,3.0,0.4,1.0,6.9,1.9,3.7,0.3,1.2,73.0,22.6,0,2004
Dion Glover,25.0,2TM,1643.0,12.2,0.471,1.1,-2.1,0.0,9.0,1.9,3.9,0.3,0.7,69.0,23.8,0,2004
Jerome Williams,30.0,2TM,1637.0,14.7,0.522,4.3,0.4,1.0,6.2,1.1,7.0,0.1,1.3,68.0,24.1,0,2004
Brian Cardinal,26.0,GSW,1634.0,19.4,0.626,7.2,3.2,2.2,9.6,1.4,4.2,0.3,0.9,76.0,21.5,0,2004
Raül López,23.0,UTA,1617.0,12.0,0.503,1.4,-2.8,-0.3,7.0,3.7,1.9,0.0,0.8,82.0,19.7,0,2004
Nazr Mohammed,26.0,2TM,1611.0,16.1,0.542,3.7,-1.4,0.3,7.4,0.5,5.9,0.7,0.7,80.0,20.1,0,2004
Bo Outlaw,32.0,MEM,1606.0,13.1,0.522,3.6,0.9,1.2,4.6,1.1,4.2,0.9,0.9,82.0,19.6,0,2004
Jake Voskuhl,26.0,PHO,1606.0,11.2,0.577,3.3,-2.9,-0.4,6.6,0.9,5.2,0.4,0.6,66.0,24.3,0,2004
John Salmons,24.0,PHI,1603.0,10.6,0.485,2.1,-0.8,0.5,5.8,1.7,2.5,0.2,0.8,77.0,20.8,0,2004
Anthony Johnson,29.0,IND,1598.0,11.6,0.497,3.6,-0.4,0.6,6.2,2.8,1.8,0.1,0.9,73.0,21.9,0,2004
Speedy Claxton,25.0,GSW,1595.0,17.3,0.509,4.2,1.1,1.2,10.6,4.5,2.6,0.2,1.6,60.0,26.6,0,2004
Josh Howard,23.0,DAL,1589.0,15.7,0.485,3.5,-0.1,0.8,8.6,1.4,5.5,0.8,1.0,67.0,23.7,0,2004
Mehmet Okur,24.0,DET,1580.0,18.3,0.538,5.9,1.5,1.4,9.6,1.0,5.9,0.9,0.5,71.0,22.3,0,2004
Brian Skinner,27.0,MIL,1577.0,14.4,0.513,2.7,-1.8,0.1,10.5,0.9,7.3,1.1,0.5,56.0,28.2,0,2004
Corliss Williamson,30.0,DET,1574.0,14.4,0.546,4.1,-1.5,0.2,9.5,0.7,3.2,0.3,0.4,79.0,19.9,0,2004
LeBron James,20.0,CLE,3388.0,25.7,0.554,14.3,8.6,9.1,27.2,7.2,7.4,0.7,2.2,80.0,42.4,0,2005
Stephon Marbury,27.0,NYK,3281.0,21.9,0.575,11.7,4.2,5.1,21.7,8.1,3.0,0.1,1.5,82.0,40.0,0,2005
Gilbert Arenas,23.0,WAS,3274.0,21.3,0.565,11.5,4.2,5.2,25.5,5.1,4.7,0.3,1.7,80.0,40.9,0,2005
Joe Johnson,23.0,PHO,3240.0,15.1,0.556,7.6,0.9,2.4,17.1,3.5,5.1,0.3,1.0,82.0,39.5,0,2005
Tracy McGrady,25.0,HOU,3182.0,22.9,0.526,12.0,6.7,6.9,25.7,5.7,6.2,0.7,1.7,78.0,40.8,0,2005
Allen Iverson,29.0,PHI,3174.0,23.2,0.532,9.0,4.2,5.0,30.7,7.9,4.0,0.1,2.4,75.0,42.3,0,2005
Shawn Marion,26.0,PHO,3146.0,21.7,0.556,12.5,4.4,5.1,19.4,1.9,11.3,1.5,2.0,81.0,38.8,0,2005
Kevin Garnett,28.0,MIN,3121.0,28.2,0.567,16.1,9.5,9.1,22.2,5.7,13.5,1.4,1.5,82.0,38.1,0,2005
Mike Bibby,26.0,SAC,3084.0,19.2,0.543,8.5,2.6,3.6,19.6,6.8,4.2,0.4,1.6,80.0,38.6,0,2005
Ray Allen,29.0,SEA,3064.0,20.9,0.555,10.7,4.1,4.8,23.9,3.7,4.4,0.1,1.1,78.0,39.3,0,2005
Tayshaun Prince,24.0,DET,3039.0,16.2,0.556,9.4,2.1,3.1,14.7,3.0,5.3,0.9,0.7,82.0,37.1,0,2005
Dirk Nowitzki,26.0,DAL,3020.0,26.1,0.578,15.6,7.3,7.1,26.1,3.1,9.7,1.5,1.2,78.0,38.7,0,2005
Chris Bosh,20.0,TOR,3017.0,17.5,0.547,6.8,-0.2,1.4,16.8,1.9,8.9,1.4,0.9,81.0,37.2,0,2005
Elton Brand,25.0,LAC,3001.0,22.4,0.554,10.6,3.6,4.2,20.0,2.6,9.5,2.1,0.8,81.0,37.0,0,2005
Steve Francis,27.0,ORL,2978.0,18.9,0.521,6.2,1.2,2.4,21.3,7.0,5.8,0.4,1.4,78.0,38.2,0,2005
Dwyane Wade,23.0,MIA,2974.0,23.1,0.561,11.0,4.6,4.9,24.1,6.8,5.2,1.1,1.6,77.0,38.6,0,2005
Paul Pierce,27.0,BOS,2960.0,21.8,0.583,11.2,4.6,4.9,21.6,4.2,6.6,0.5,1.6,82.0,36.1,0,2005
Antoine Walker,28.0,2TM,2955.0,15.5,0.478,0.9,-0.4,1.2,19.1,3.4,9.0,0.8,1.2,77.0,38.4,0,2005
Richard Hamilton,26.0,DET,2926.0,16.0,0.528,7.4,0.3,1.7,18.7,4.9,3.9,0.2,1.0,76.0,38.5,0,2005
Chucky Atkins,30.0,LAL,2903.0,13.4,0.558,4.5,-1.1,0.6,13.6,4.4,2.4,0.0,0.9,82.0,35.4,0,2005
Desmond Mason,27.0,MIL,2893.0,14.8,0.526,4.3,-1.6,0.3,17.2,2.7,3.9,0.3,0.7,80.0,36.2,0,2005
Amar'e Stoudemire,22.0,PHO,2889.0,26.6,0.617,14.6,4.4,4.7,26.0,1.6,8.9,1.6,1.0,80.0,36.1,0,2005
Chauncey Billups,28.0,DET,2866.0,19.0,0.609,12.1,4.2,4.5,16.5,5.8,3.4,0.1,1.0,80.0,35.8,0,2005
Kurt Thomas,32.0,NYK,2855.0,14.1,0.488,5.2,-0.8,0.9,11.5,2.0,10.4,1.0,0.9,80.0,35.7,0,2005
Andre Miller,28.0,DEN,2852.0,16.5,0.541,7.0,0.8,2.0,13.6,6.9,4.1,0.1,1.5,82.0,34.8,0,2005
Michael Redd,25.0,MIL,2848.0,18.3,0.536,6.2,1.0,2.2,23.0,2.3,4.2,0.1,0.8,75.0,38.0,0,2005
Eddie Jones,33.0,MIA,2839.0,13.6,0.556,8.0,1.2,2.3,12.7,2.7,5.1,0.5,1.1,80.0,35.5,0,2005
Quentin Richardson,24.0,PHO,2839.0,13.6,0.522,5.8,0.5,1.8,14.9,2.0,6.1,0.3,1.2,79.0,35.9,0,2005
Vince Carter,28.0,2TM,2828.0,22.9,0.541,9.4,6.0,5.7,24.5,4.2,5.2,0.6,1.4,77.0,36.7,0,2005
P.J. Brown,35.0,NOH,2817.0,15.5,0.512,6.9,0.2,1.5,10.8,2.2,9.0,0.6,0.9,82.0,34.4,0,2005
Kirk Hinrich,24.0,CHI,2800.0,15.3,0.495,7.2,2.5,3.2,15.7,6.4,3.9,0.3,1.6,77.0,36.4,0,2005
Bobby Simmons,24.0,LAC,2799.0,16.1,0.54,6.8,0.7,1.9,16.4,2.7,5.9,0.2,1.4,75.0,37.3,0,2005
David Wesley,34.0,2TM,2774.0,11.8,0.513,5.2,-0.5,1.1,11.9,3.3,2.9,0.1,1.2,80.0,34.7,0,2005
Damon Stoudamire,31.0,POR,2762.0,16.6,0.51,5.7,1.0,2.1,15.8,5.7,3.8,0.0,1.1,81.0,34.1,0,2005
Caron Butler,24.0,LAL,2746.0,15.8,0.528,5.3,-0.7,0.9,15.5,1.9,5.8,0.3,1.4,77.0,35.7,0,2005
Tony Parker,22.0,SAS,2735.0,18.0,0.528,8.1,2.0,2.8,16.6,6.1,3.7,0.1,1.2,80.0,34.2,0,2005
Jason Richardson,24.0,GSW,2724.0,19.0,0.518,5.7,2.5,3.0,21.7,3.9,5.9,0.4,1.5,72.0,37.8,0,2005
Rafer Alston,28.0,TOR,2717.0,16.5,0.522,5.5,0.9,2.0,14.2,6.4,3.5,0.1,1.5,80.0,34.0,0,2005
Jalen Rose,32.0,TOR,2710.0,16.6,0.562,4.8,-0.5,1.0,18.5,2.6,3.4,0.1,0.8,81.0,33.5,0,2005
Rashard Lewis,25.0,SEA,2697.0,19.4,0.571,8.4,3.7,3.9,20.5,1.3,5.5,0.9,1.1,71.0,38.0,0,2005
Ricky Davis,25.0,BOS,2696.0,15.0,0.547,4.2,-0.8,0.8,16.0,3.0,3.0,0.3,1.1,82.0,32.9,0,2005
Kobe Bryant,26.0,LAL,2689.0,23.3,0.563,8.1,5.0,4.7,27.6,6.0,5.9,0.8,1.3,66.0,40.7,0,2005
Jamal Crawford,24.0,NYK,2688.0,15.2,0.521,4.2,1.0,2.1,17.7,4.3,2.9,0.3,1.3,70.0,38.4,0,2005
Rasheed Wallace,30.0,DET,2687.0,16.4,0.499,7.1,1.5,2.3,14.5,1.8,8.2,1.5,0.8,79.0,34.0,0,2005
Andre Iguodala,21.0,PHI,2686.0,13.5,0.58,6.6,1.4,2.3,9.0,3.0,5.7,0.6,1.7,82.0,32.8,0,2005
Udonis Haslem,24.0,MIA,2675.0,15.5,0.588,9.2,0.4,1.6,10.9,1.4,9.1,0.5,0.8,80.0,33.4,0,2005
Ben Wallace,30.0,DET,2671.0,17.4,0.459,8.5,2.8,3.2,9.7,1.7,12.2,2.4,1.4,74.0,36.1,0,2005
Dwight Howard,19.0,ORL,2670.0,17.2,0.571,7.3,0.0,1.4,12.0,0.9,10.0,1.7,0.9,82.0,32.6,0,2005
Kyle Korver,23.0,PHI,2667.0,12.8,0.588,6.6,1.4,2.3,11.5,2.2,4.6,0.4,1.3,82.0,32.5,0,2005
Jeff McInnis,30.0,CLE,2651.0,12.4,0.495,4.1,-1.8,0.2,12.8,5.1,2.1,0.0,0.7,76.0,34.9,0,2005
Bruce Bowen,33.0,SAS,2627.0,9.5,0.521,6.1,-0.1,1.2,8.2,1.5,3.5,0.5,0.7,82.0,32.0,0,2005
Zydrunas Ilgauskas,29.0,CLE,2615.0,19.5,0.55,8.1,-0.2,1.2,16.9,1.3,8.6,2.1,0.7,78.0,33.5,0,2005
Carmelo Anthony,20.0,DEN,2608.0,16.7,0.526,4.9,-1.2,0.5,20.8,2.6,5.7,0.4,0.9,75.0,34.8,0,2005
Antawn Jamison,28.0,WAS,2605.0,16.9,0.506,5.4,-0.5,1.0,19.6,2.3,7.6,0.2,0.8,68.0,38.3,0,2005
Emeka Okafor,22.0,CHA,2600.0,16.3,0.479,4.0,-2.0,0.0,15.1,0.9,10.9,1.7,0.8,73.0,35.6,0,2005
Matt Harpring,28.0,UTA,2584.0,15.5,0.549,5.5,-0.3,1.1,14.0,1.8,6.2,0.2,0.9,78.0,33.1,0,2005
Damon Jones,28.0,MIA,2576.0,15.5,0.625,8.7,3.0,3.2,11.6,4.3,2.8,0.1,0.5,82.0,31.4,0,2005
Steve Nash,30.0,PHO,2573.0,22.0,0.606,10.9,4.7,4.4,15.5,11.5,3.3,0.1,1.0,75.0,34.3,1,2005
Luke Ridnour,23.0,SEA,2571.0,14.6,0.504,5.4,0.7,1.8,10.0,5.9,2.5,0.3,1.1,82.0,31.4,0,2005
Mike Dunleavy,24.0,GSW,2570.0,14.5,0.539,4.9,0.1,1.4,13.4,2.6,5.5,0.3,1.0,79.0,32.5,0,2005
Wally Szczerbiak,27.0,MIN,2558.0,17.1,0.595,7.3,0.7,1.8,15.5,2.4,3.7,0.2,0.5,81.0,31.6,0,2005
Al Harrington,24.0,ATL,2550.0,14.4,0.508,1.6,-2.2,-0.1,17.5,3.2,7.0,0.2,1.3,66.0,38.6,0,2005
Jason Collins,26.0,NJN,2542.0,8.6,0.471,3.9,-2.9,-0.6,6.4,1.3,6.1,0.9,0.9,80.0,31.8,0,2005
Gary Payton,36.0,BOS,2541.0,15.1,0.537,5.4,0.4,1.5,11.3,6.1,3.1,0.2,1.1,77.0,33.0,0,2005
Peja Stojaković,27.0,SAC,2534.0,17.3,0.584,7.3,1.2,2.1,20.1,2.1,4.3,0.2,1.2,66.0,38.4,0,2005
Drew Gooden,23.0,CLE,2523.0,19.7,0.548,8.5,1.6,2.3,14.4,1.6,9.2,0.9,0.9,82.0,30.8,0,2005
Shane Battier,26.0,MEM,2516.0,14.8,0.555,7.8,2.4,2.8,9.9,1.6,5.2,1.0,1.1,80.0,31.5,0,2005
Morris Peterson,27.0,TOR,2510.0,14.4,0.543,5.1,0.2,1.4,12.5,2.1,4.1,0.2,1.1,82.0,30.6,0,2005
Shaquille O'Neal,32.0,MIA,2492.0,27.0,0.583,11.0,5.3,4.6,22.9,2.7,10.4,2.3,0.5,73.0,34.1,0,2005
Latrell Sprewell,34.0,MIN,2450.0,12.1,0.489,1.9,-2.4,-0.3,12.8,2.2,3.2,0.3,0.7,80.0,30.6,0,2005
Yao Ming,24.0,HOU,2447.0,23.2,0.614,10.7,2.4,2.8,18.3,0.8,8.4,2.0,0.4,80.0,30.6,0,2005
Josh Howard,24.0,DAL,2446.0,15.8,0.535,6.4,1.2,2.0,12.6,1.4,6.4,0.6,1.5,76.0,32.2,0,2005
Corey Maggette,25.0,LAC,2436.0,19.9,0.574,8.1,2.4,2.7,22.2,3.4,6.0,0.1,1.1,66.0,36.9,0,2005
Jason Kidd,31.0,NJN,2435.0,19.5,0.506,7.2,4.6,4.1,14.4,8.3,7.4,0.1,1.9,66.0,36.9,0,2005
Jason Terry,27.0,DAL,2401.0,18.4,0.606,8.5,3.3,3.2,12.4,5.4,2.4,0.2,1.4,80.0,30.0,0,2005
Cuttino Mobley,29.0,2TM,2388.0,15.0,0.555,4.4,-0.1,1.1,17.2,2.8,3.5,0.5,1.1,66.0,36.2,0,2005
Josh Childress,21.0,ATL,2376.0,15.2,0.543,4.6,-0.6,0.8,10.1,1.9,6.0,0.4,0.9,80.0,29.7,0,2005
Troy Murphy,24.0,GSW,2375.0,16.8,0.495,5.3,-1.2,0.5,15.4,1.4,10.8,0.5,0.8,70.0,33.9,0,2005
Chris Webber,31.0,2TM,2370.0,18.6,0.472,3.4,0.7,1.6,19.5,4.7,9.1,0.8,1.4,67.0,35.4,0,2005
Michael Finley,31.0,DAL,2358.0,14.3,0.519,5.5,0.2,1.3,15.7,2.6,4.1,0.3,0.8,64.0,36.8,0,2005
Larry Hughes,26.0,WAS,2358.0,21.6,0.523,7.7,4.3,3.7,22.0,4.7,6.3,0.3,2.9,61.0,38.7,0,2005
Grant Hill,32.0,ORL,2338.0,20.0,0.565,6.6,2.5,2.7,19.7,3.3,4.7,0.4,1.4,67.0,34.9,0,2005
Lamar Odom,25.0,LAL,2320.0,17.3,0.539,4.7,1.4,2.0,15.2,3.7,10.2,1.0,0.7,64.0,36.3,0,2005
Mehmet Okur,25.0,UTA,2304.0,18.9,0.569,7.0,2.0,2.3,12.9,2.0,7.5,0.8,0.4,82.0,28.1,0,2005
Lorenzen Wright,29.0,MEM,2287.0,13.9,0.501,5.2,-1.2,0.5,9.6,1.1,7.7,0.9,0.7,80.0,28.6,0,2005
Mike Miller,24.0,MEM,2278.0,16.7,0.614,7.0,2.9,2.8,13.4,2.9,3.9,0.3,0.7,76.0,30.0,0,2005
Primož Brezec,25.0,CHA,2276.0,16.1,0.55,4.9,-1.0,0.6,13.0,1.2,7.4,0.8,0.5,72.0,31.6,0,2005
Kenyon Martin,27.0,DEN,2272.0,17.5,0.521,5.3,1.1,1.8,15.5,2.4,7.3,1.1,1.4,70.0,32.5,0,2005
Fred Jones,25.0,IND,2268.0,13.3,0.551,4.8,0.3,1.3,10.6,2.5,3.1,0.4,0.8,77.0,29.5,0,2005
Joe Smith,29.0,MIL,2265.0,15.0,0.564,5.5,-0.9,0.6,11.0,0.9,7.3,0.5,0.6,74.0,30.6,0,2005
Mo Williams,22.0,MIL,2254.0,14.1,0.504,2.2,-1.5,0.2,10.2,6.1,3.1,0.1,0.9,80.0,28.2,0,2005
Derek Fisher,30.0,GSW,2222.0,13.4,0.519,3.7,-1.1,0.5,11.9,4.1,2.9,0.1,1.0,74.0,30.0,0,2005
Tim Duncan,28.0,SAS,2203.0,27.0,0.54,11.2,7.6,5.4,20.3,2.7,11.1,2.6,0.7,66.0,33.4,0,2005
Raef LaFrentz,28.0,BOS,2196.0,17.3,0.587,7.5,1.8,2.1,11.1,1.2,6.9,1.2,0.5,80.0,27.5,0,2005
Manu Ginóbili,27.0,SAS,2193.0,22.3,0.609,11.0,6.9,4.9,16.0,3.9,4.4,0.4,1.6,74.0,29.6,0,2005
Tyson Chandler,22.0,CHI,2189.0,16.4,0.565,8.3,1.9,2.1,8.0,0.8,9.7,1.8,0.9,80.0,27.4,0,2005
Chris Duhon,22.0,CHI,2177.0,9.8,0.471,4.1,-0.7,0.7,5.9,4.9,2.6,0.0,1.0,82.0,26.5,0,2005
Kenny Thomas,27.0,2TM,2167.0,15.2,0.515,4.3,-1.5,0.3,12.4,2.1,7.3,0.2,0.9,73.0,29.7,0,2005
Earl Boykins,28.0,DEN,2162.0,17.1,0.53,6.0,1.2,1.7,12.4,4.5,1.7,0.1,1.0,82.0,26.4,0,2005
Gerald Wallace,22.0,CHA,2147.0,14.1,0.51,2.4,0.2,1.2,11.1,2.0,5.5,1.3,1.7,70.0,30.7,0,2005
Mark Blount,29.0,BOS,2130.0,12.5,0.559,2.8,-2.1,0.0,9.4,1.6,4.8,0.8,0.4,82.0,26.0,0,2005
Reggie Miller,39.0,IND,2105.0,16.6,0.582,6.6,1.8,2.0,14.8,2.2,2.4,0.1,0.8,66.0,31.9,0,2005
Dan Dickau,26.0,2TM,2090.0,14.9,0.518,3.5,0.0,1.1,12.5,4.9,2.5,0.1,1.1,71.0,29.4,0,2005
Brad Miller,28.0,SAC,2089.0,20.7,0.596,8.6,4.0,3.1,15.6,3.9,9.3,1.2,1.2,56.0,37.3,0,2005
Trenton Hassell,25.0,MIN,2068.0,9.3,0.515,2.7,-2.8,-0.4,6.6,1.6,2.7,0.4,0.4,82.0,25.2,0,2005
Josh Smith,19.0,ATL,2050.0,15.4,0.506,2.4,-0.5,0.8,9.7,1.7,6.2,1.9,0.8,74.0,27.7,0,2005
